id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,country_name,iso_country,region_name,iso_region,local_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords,score,last_updated
42516,OIKF,closed,"Baft Airport",29.2342,56.606899,7385,AS,Iran,IR,"Kerman Province",IR-08,08,Baft,0,,,,,,"OIKF, OIKF",50,2022-01-24T14:57:41+00:00
5176,OIKP,small_airport,"Havadarya Airport",27.1583,56.172501,19,AS,Iran,IR,"Hormozgan Province",IR-22,22,"Bandar Abbas",0,OIKP,HDR,,,,,50,2022-01-21T23:44:17+00:00
32755,OICB,small_airport,"Baneh Airport",35.987701416015625,45.84709930419922,4911,AS,Iran,IR,"Kurdistan Province",IR-12,12,Baneh,0,OICB,,,,,,50,2008-11-30T19:37:26+00:00
32105,OISD,small_airport,"Darab Airport",28.7216,54.441299,3600,AS,Iran,IR,"Fars Province",IR-07,07,Bargan,0,OISD,,,,https://fa.wikipedia.org/wiki/%D9%81%D8%B1%D9%88%D8%AF%DA%AF%D8%A7%D9%87_%D8%AF%D8%A7%D8%B1%D8%A7%D8%A8,,50,2024-05-20T18:43:28+00:00
42521,OINH,closed,"Behshahr Airport",36.694401,53.5425,137,AS,Iran,IR,"Mazandaran Province",IR-02,02,Behshahr,0,,,,,,"OINH, OINH",50,2021-04-27T16:23:02+00:00
312775,IR-0017,small_airport,"Birjand/Khor Airport",32.861727,58.424928,3675,AS,Iran,IR,"South Khorasan Province",IR-29,29,Birjand,0,OIMK,,,,,,50,2024-04-22T18:11:35+00:00
42510,OIBN,closed,"Borazjan Airport",29.266666,51.200001,265,AS,Iran,IR,"Bushehr Province",IR-18,18,Borazjan,0,,,,,,"OIBN, OIBN",50,2022-01-17T11:02:38+00:00
340191,IR-0022,small_airport,"Bahregan Air Base",28.90889,50.85616,,AS,Iran,IR,"Bushehr Province",IR-18,18,Bushehr,0,,,,,,,50,2022-01-17T11:15:06+00:00
23664,US-OI05,small_airport,"Naeen Military Airport",33.094298,53.412495,3550,AS,Iran,IR,"Isfahan Province",IR-10,10,Chashmeh-i-Zaghab,0,,,,,,,50,2022-11-20T23:41:29+00:00
42515,OIIU,closed,"Damghan Airport",36.166698,54.343899,3887,AS,Iran,IR,"Semnan Province",IR-20,20,Damghan,0,,,,,,"OIIU, OIIU",50,2022-06-28T13:34:53+00:00
505022,IR-0155,small_airport,"Darband Airport",31.77942,56.99676,2110,AS,Iran,IR,"Kerman Province",IR-08,08,Darband,0,,,,,,,50,2022-11-20T22:53:34+00:00
5154,OIFH,small_airport,"Shahid Vatanpour Army Air Base",32.567166,51.69111,5310,AS,Iran,IR,"Isfahan Province",IR-10,10,Esfahan,0,OIFH,,,,,,50,2021-10-15T17:16:22+00:00
355312,IR-0120,small_airport,"Esfarayen Agricultural Airport",37.017635,57.564388,,AS,Iran,IR,"North Khorasan Province",IR-28,28,Esfarayen,0,,,,,,,50,2022-06-28T13:27:35+00:00
44967,IR-0005,small_airport,"Shahid Nejad Rezaei Highway Strip",34.070489,46.597095,,AS,Iran,IR,"Kermanshah Province",IR-05,05,Eslamabad-e-Gharb,0,,,,,,"Shahabad Highway Strip",50,2021-11-05T15:05:54+00:00
330558,OIIB,small_airport,"Eyvanekey Aflak-e-Asia Airport",35.360351,51.98659,3363,AS,Iran,IR,"Semnan Province",IR-20,20,Eyvanekey,0,OIIB,,,http://bpkh.co.ir/index.php/en/homepage/91-box/28-boland-parvaz-khavar-eyvanaki-airport,,"Aflak Asia",50,2021-12-30T16:31:19+00:00
505023,IR-0156,small_airport,"Imam Reza Airport",31.693937,54.575422,3110,AS,Iran,IR,"Yazd Province",IR-21,21,Fahraj,0,OIYR,,,,,Pishgaman,50,2024-04-22T08:45:58+00:00
349458,IR-0036,small_airport,"Fath Airport",35.7154,50.93407,3999,AS,Iran,IR,"Alborz Province",IR-30,30,Fardis,0,OIIF,,,,https://en.wikipedia.org/wiki/Fath_Air_Base,,50,2024-05-18T16:40:16+00:00
342244,IR-0030,small_airport,"Old Neyshabur Airport",36.09398,58.71059,3652,AS,Iran,IR,"Razavi Khorasan Province",IR-09,09,"Fath Abad",0,,,,,,,50,2021-12-17T18:31:17+00:00
349457,IR-0035,small_airport,"Filestan Airport",35.43327,51.64057,3241,AS,Iran,IR,"Tehran Province",IR-23,23,Filestan,0,,,,,,,50,2021-11-05T14:54:07+00:00
351870,IR-0072,small_airport,"Fin Agricultural Airport",27.61734,55.90797,1024,AS,Iran,IR,"Hormozgan Province",IR-22,22,Fin,0,,,,,,,50,2022-01-24T14:55:09+00:00
3348,OI19,small_airport,"Shahid Aryafar Airport",35.5299,51.505798,3380,AS,Iran,IR,"Tehran Province",IR-23,23,Firuzabad,0,OIIR,,OI19,,,,50,2024-04-08T06:50:44+00:00
351737,IR-0069,small_airport,"Gahkom Airport",28.1716,55.82397,2280,AS,Iran,IR,"Hormozgan Province",IR-22,22,Gahkom,0,,,,,,,50,2022-01-21T23:42:43+00:00
